chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.2658881,1514.1006734453883,2141.0122340704725,3451.915682551479,0.044373172249613305,-192.65746,111.15712,21.361006,26.399405,-0.64434767,23.491514,-25.469898,16.923105,-16.97565,5.7756433,-25.738422,-5.051984,-17.62749,-7.916775,-15.155122,-12.356138,-17.234728,-7.7786775,-13.030936,-17.93117,blues
0.25524583,1151.0089925770374,1709.0839761116554,2311.446966538573,0.03532089858855375,-301.7305,111.54288,21.900229,16.151121,8.200673,22.084373,-8.597672,1.4887749,-17.071402,-8.334585,-17.00836,-10.5737705,-15.679576,-12.594489,-12.256569,-14.560316,-10.100236,-5.785847,-7.7684035,-7.1806436,blues
0.39799592,2272.4395473323143,2356.806513929841,5108.215360353828,0.09764303279679042,-110.24799,90.702934,-2.5257564,74.057945,-11.753322,39.207737,-13.1605625,20.542093,-17.153088,12.812633,-21.430073,5.952004,-8.023324,4.2323318,-16.481607,6.5447097,-5.692046,-3.643349,-4.8527536,1.8532262,blues
0.38686773,2390.39009977241,2463.3082687467954,5403.435075587297,0.10226074596384377,-107.170265,88.48819,-4.1694126,55.47772,-8.013871,38.41516,-6.4100246,28.572668,-19.821608,13.238088,-19.2531,12.072361,-4.578394,3.786518,-16.986383,11.620651,-7.359709,-3.666061,-7.1765766,1.9754492,blues
0.37753847,2301.609667012493,2367.518780747192,5187.578453541908,0.09782391966357308,-159.55165,69.79762,-4.3989916,76.84658,3.9188268,45.173176,-4.8550057,32.204823,-9.796014,7.8126516,-21.821108,9.690988,-2.5877128,3.3055792,-14.968879,10.235481,-4.0784125,-5.850137,-2.477926,6.6466994,blues
0.3989206,2155.879628754764,2372.1273736249072,5011.574078270011,0.08717463022041763,-109.105995,100.60877,-8.656534,47.350414,-6.5582976,39.607635,-8.515619,29.565546,-16.585535,13.163907,-24.209251,6.5765624,-8.647178,4.9274163,-15.434491,1.5337996,-6.7489653,1.4113466,-3.969472,3.2838326,blues
0.39017493,2278.9612516967195,2375.2487029331346,5198.59486024507,0.09252533171403712,-109.51259,86.921364,-8.594192,64.48953,-6.301509,43.64349,-8.2908325,28.545784,-14.082675,8.128631,-21.488085,11.088339,-5.0916853,3.9764977,-12.861214,12.336756,0.020516993,-0.7430939,-5.130959,3.297938,blues
0.4294368,1739.134032915427,2290.4071318859023,4551.141569841212,0.048048310010634185,-163.21677,89.77885,12.976252,80.7023,3.665379,39.73874,-5.406735,26.493734,-13.169928,2.704878,-20.550138,6.014823,-2.90366,-0.42832914,-17.539125,4.164019,-5.987196,-7.8641725,-8.569909,1.8542717,blues
0.38796747,1913.0115998173114,2361.735333192992,4777.823081315255,0.05845780162412993,-182.57378,90.667564,14.124545,67.54923,2.6786995,38.429825,-8.410714,24.12955,-13.78995,4.8330894,-16.685228,5.8176017,-5.1466966,0.19426669,-14.485502,6.8640895,-4.4397974,-2.9864414,-4.814492,5.4059744,blues
0.33642042,2013.0116652479728,2310.140449418874,4848.826029129205,0.07532370818832174,-149.94028,93.65089,6.35507,71.50347,-8.1215315,36.191162,-9.775336,17.647842,-21.10752,-0.13968186,-22.201908,5.4219475,-7.4585795,-4.332863,-12.3994055,9.621234,-5.0170197,-3.7061691,2.3444357,4.160647,blues
0.37952945,2148.1976094245806,2204.331844572125,4672.197141005656,0.09876687270398299,-106.355354,102.656296,-20.146088,59.348873,-9.948382,33.68739,-14.171322,23.521471,-13.313561,15.990457,-18.923529,7.8130856,-7.7854447,4.038029,-11.343647,2.0602057,-5.7312684,0.47028267,-1.9038106,-3.1316314,blues
0.27757537,1318.1914651872382,1904.5479565843298,3044.8831863580335,0.039961269818252126,-256.01666,110.85586,21.525787,67.5419,4.306012,43.086628,-4.494886,10.416363,-8.694551,1.6574186,-20.58705,-2.451857,-7.1194587,-11.165335,-12.61113,2.726516,-8.951504,-7.9397025,-2.338613,-0.7058653,blues
0.40093604,1945.5331078931836,2081.878471910416,4174.593627646462,0.08579060022718484,-82.99972,107.08581,-25.33544,57.10451,0.085503526,34.682583,-11.055122,20.543169,-11.194479,14.819606,-10.2333355,12.54602,-9.753734,2.5643685,-6.2895117,2.9953325,-8.715193,-0.3312061,-2.9826324,0.70288146,blues
0.39368767,1977.2342507767992,1928.1088183371203,3943.4489309926043,0.10660165313225058,-55.607544,114.931625,-37.031944,64.8895,-7.1417155,15.23794,-16.232676,18.631575,-9.752269,21.454283,-5.648911,12.788085,-16.530478,3.7929175,-7.9009013,8.470492,-4.0714216,3.2033138,-5.1845965,-1.2799008,blues
0.33900777,1443.810106160443,1670.850631825415,3070.713037902407,0.0671879531612529,-225.23013,117.626884,-14.539373,64.796036,12.908661,19.03742,10.66617,9.8866625,-2.3966432,11.685089,1.5415068,3.0658138,-7.627124,-8.95482,-4.349343,-0.062720634,-2.5589147,-3.4455018,-3.870722,1.314719,blues
0.4124447,2171.445862789447,1954.4902598720168,4237.319698466502,0.1328151434406419,-76.69792,105.7382,-43.172153,60.954273,-8.757208,21.224146,-12.855764,18.596252,-11.396048,14.538467,-6.048134,12.722727,-9.365225,1.3488976,-3.6112764,6.9915385,-4.0574303,-0.27433708,-3.6986418,-0.5005871,blues
0.45274577,2030.6571856229589,1987.3831480166223,4063.388705862094,0.10339893597737819,-57.9196,108.99029,-36.207565,64.04553,1.4388393,26.311611,-17.47779,20.42527,-9.540507,18.169731,-6.060152,13.86405,-11.291089,4.665493,-6.3944345,3.2181194,-8.08371,-1.7249706,-5.4291754,-2.5794437,blues
0.43293655,2032.001859230746,1976.3832347576233,4023.561439602668,0.11311924485208817,-98.74344,104.79365,-35.09825,60.70181,-2.8332496,22.234495,-7.831171,19.03585,-11.573603,17.018518,-5.3761516,12.200969,-9.956365,0.35334748,-4.268688,6.1336985,-4.822604,1.5005819,-1.4938405,3.509201,blues
0.39105102,1811.7712543400937,2052.506249848791,3928.8186765878772,0.07550308451759474,-145.28098,102.80664,-12.529431,57.005886,2.2628694,26.585436,-4.2885375,17.328522,-7.9934354,15.229498,-6.9346995,7.4587684,-10.468452,-2.3595662,-6.785852,2.6683173,-4.7703996,-0.95205194,0.02258499,-2.004562,blues
0.42438546,1886.9548087305845,1913.2586101558968,3828.2887611477668,0.08993966913186388,-92.70346,115.31911,-35.06798,57.877247,1.8523948,26.612562,-14.536981,22.13024,-8.20334,11.020901,-5.647607,7.2775116,-10.205894,1.3295714,-4.1035075,0.9756063,-6.5549684,-0.6890784,-2.1272218,-1.5083671,blues
0.35664198,2068.3584755845045,2034.1372405574825,4231.765697505801,0.10435170751160093,-95.41721,105.22088,-26.941366,60.809006,-4.836374,21.53419,-13.509193,12.124086,-20.229076,12.14219,-5.2252398,10.261721,-9.4436865,3.877393,-10.177439,3.5848525,-3.1131558,0.19068572,0.8431237,-3.417073,blues
0.40583923,2235.589429058707,2099.8120761227233,4389.434375453161,0.1422416527697216,-86.23715,91.96127,-23.417446,68.26248,-3.8877368,22.74717,-9.899862,16.890066,-11.391862,18.431488,-7.0117035,10.7619705,-11.946138,0.9908666,-5.927924,5.319791,-6.1352706,1.9495975,-5.0937138,-0.67163056,blues
0.4308073,1946.3310796193784,1979.9119618616166,3955.531172962587,0.09742287195475638,-67.73307,111.70729,-34.638653,61.314373,0.05263501,30.55697,-12.687904,21.154879,-13.119317,16.277115,-6.3270836,12.300595,-12.468253,1.6736463,-5.137704,4.6437206,-6.910593,1.0412093,-4.7271786,-0.66212696,blues
0.45193884,2503.94548833885,2180.550532894031,5077.372752320186,0.16753371519721577,-82.505005,94.15339,-27.101465,75.66222,-27.51367,35.57133,-20.290781,25.110947,-15.360645,11.344384,-13.393383,8.13859,-8.497068,8.291397,-10.344198,-3.4679124,-5.226763,-2.5885463,-8.359233,-6.9838896,blues
0.31187263,2280.2764719785046,2119.866001597728,4733.132941650957,0.11714180624033256,-144.89153,95.71116,-21.605843,49.61889,-29.869572,29.345917,-18.841982,17.888395,-9.6631565,5.5082045,-9.547621,6.3534265,-21.079596,2.457561,-9.535299,-1.4167383,-9.31276,5.1513157,-8.104987,-2.4379585,blues
0.33023137,2840.060760885935,2444.1894680781293,5711.836175409658,0.15441054294760248,-129.12653,72.0825,-7.7535663,49.242702,-32.715286,21.595112,-27.360632,14.991585,-10.249059,12.41981,-17.025764,7.11183,-18.006039,2.918357,-14.474677,4.0654206,-14.521494,7.2534523,-8.207305,-2.0070472,blues
0.33265,2553.361182654169,2280.266169662653,5148.3757001341355,0.14683293153035576,-85.108765,88.799706,-16.312859,59.226772,-35.976448,14.38884,-22.2948,9.65423,-14.81846,11.175133,-14.799716,8.47294,-19.585276,6.4127836,-13.775701,6.1138253,-13.147978,3.931494,-7.612429,3.752392,blues
0.29283738,2816.2257386186943,2371.9694142121566,5613.621120939675,0.14628196297370458,-118.32657,74.870224,-19.865347,46.95243,-32.546906,23.825304,-26.34998,17.683983,-13.814811,11.937552,-17.88492,7.5342603,-22.892633,4.766835,-12.790709,5.609002,-14.722139,6.6853604,-9.1677265,-2.2377431,blues
0.37459317,2340.802465391952,2256.6151021309415,4972.962530361804,0.12179161832946636,-116.57126,97.41709,-13.875514,48.96018,-22.583496,27.748411,-20.233152,18.630678,-14.630755,8.474961,-16.633268,11.013935,-13.859323,9.728479,-5.1017427,2.6333237,-9.873258,6.15033,-7.687686,-4.834908,blues
0.33790562,2258.0093136888186,2175.940748059711,4754.5995300717805,0.1127057352088167,-95.426796,101.38338,-20.666855,48.66682,-30.240248,20.804085,-18.285763,14.13289,-12.792978,13.436675,-14.066975,7.7266455,-19.2104,2.8538978,-9.815371,6.909789,-11.293305,8.941849,-2.951057,-0.9730301,blues
0.28983942,2513.313017423198,2344.9847348985395,5246.748964526537,0.13510738411156226,-113.175255,88.7322,-8.929574,49.483227,-34.589897,15.860617,-17.742317,14.715835,-11.19793,15.369883,-15.075742,8.75359,-18.62875,5.4634027,-9.274706,8.016563,-9.543595,5.868115,-4.403294,3.624051,blues
0.2920013,2371.4805438318167,2210.070449826129,5005.229027697216,0.12512877332269914,-121.44898,96.08054,-19.589842,48.030224,-38.775303,24.759705,-32.93043,8.096977,-17.80806,6.1149197,-19.983774,6.8023176,-19.32696,-0.11432732,-12.254405,-4.9280047,-10.414239,-2.0437806,-1.7626902,-3.9624534,blues
0.32280922,2159.391999835832,2130.224380656796,4684.529188116299,0.09834769854505027,-133.01598,105.73445,-22.149998,41.831104,-26.984575,19.115875,-26.562515,19.230762,-15.33801,6.9865093,-10.808672,6.796416,-11.725245,4.393897,-6.0277824,1.9619956,-12.309116,3.2563548,-8.804638,-3.3718672,blues
0.3051751,2428.92876695113,2286.710780138064,5064.932456315255,0.13464138328982986,-89.35489,93.80039,-14.56005,54.38864,-33.50299,19.423904,-19.761011,13.031586,-13.861511,14.615302,-14.968039,10.597504,-18.02217,6.655318,-10.208496,6.537729,-10.848482,3.3217015,-6.1866097,3.0052185,blues
0.30696583,2595.0823249210684,2519.1688215468994,5660.126511292779,0.1291906086861949,-118.68523,87.61204,6.561461,45.09775,-38.89035,20.827126,-26.844313,13.802651,-17.224989,5.103334,-15.703388,3.9848607,-27.523129,3.057475,-15.949294,10.866509,-12.646425,2.814977,-13.3406925,-4.3685555,blues
0.34188026,2094.7700987944086,2158.43282733175,4482.428502483323,0.10054024374033256,-30.098188,103.73253,-19.73797,56.415596,-12.698808,20.18955,-17.337538,16.289864,-18.441038,8.919274,-11.649422,11.2163925,-8.838417,9.09342,-3.5793562,4.3699646,-2.825943,4.7218423,0.49064684,1.471667,blues
0.36716157,2515.4624865561696,2531.268049309255,5770.931744852088,0.12089020507057231,-55.976925,87.84771,-1.6107056,41.19909,-5.6179037,27.789425,-23.989286,21.777727,-18.419083,12.323681,-13.7124815,11.851963,-3.9711192,7.099814,-4.467886,5.1170144,-6.6431236,5.867205,-3.7048788,-1.9614251,blues
0.4665292,2224.1107373201194,2254.8556747024654,4700.23360462587,0.10850946200696056,-86.47736,92.698875,-15.3258505,54.053932,0.8953605,31.571152,-14.60364,23.317848,-14.964167,15.332833,-7.043209,12.178524,-6.0861163,7.0280614,-5.800631,7.428327,-6.0767937,3.3958118,-4.281493,1.2262887,blues
0.36562574,2645.785682883694,2426.248037122265,5612.796763975493,0.13647177711716937,-52.697247,74.433365,-18.696766,56.312378,-3.9390392,31.985342,-16.466188,22.40312,-12.257939,27.212437,-9.248946,7.785404,-10.568447,6.943705,-9.126266,13.016836,-9.857112,3.6898384,-4.938475,4.4217305,blues
0.4088882,2207.2191647229342,2191.664121020965,4658.382916727088,0.11153393573569219,-28.951168,104.517815,-30.971535,38.15845,-8.001604,30.886063,-20.604153,25.816149,-12.962702,16.93776,-12.270351,10.782378,-10.55727,6.8772607,-10.293695,6.957575,-10.259581,0.7047024,-5.999726,1.3507861,blues
0.41417623,2333.510453703182,2227.399756371959,4942.594552095417,0.12381951493619489,-2.5103703,101.25532,-33.922623,41.52525,-13.803005,31.917942,-21.868832,24.46566,-15.869252,15.800549,-14.362425,12.509908,-13.368965,6.11749,-9.056481,5.0431366,-11.329322,3.1696904,-4.57064,-4.0379415,blues
0.4214355,2442.8714095935434,2358.6150380411736,5267.699288989994,0.12468240948859242,-3.5548325,92.92088,-25.078384,45.174667,-10.851961,31.862457,-18.039074,28.624466,-10.219611,14.666828,-14.900479,14.735523,-15.599457,9.548924,-14.786189,2.0659883,-13.809603,3.5670724,-5.9622893,-1.6469551,blues
0.3682447,1827.2085001488215,1898.679904614823,3743.563184273492,0.09403926793310131,-54.683254,119.47452,-34.855633,37.535534,-15.873323,22.06904,-14.65143,18.519676,-9.633944,11.256524,-11.72151,11.538056,-6.4248967,1.7949309,-5.8772926,0.37208012,-9.068514,-2.030223,-5.418258,0.02864685,blues
0.38013545,2116.917658960695,1956.4159121316643,4195.660527842228,0.127271093145785,-26.977493,107.32024,-46.830658,40.923653,-21.464111,24.829718,-18.930464,15.269159,-15.049077,12.265072,-15.231662,14.33676,-13.82737,7.555096,-6.1830916,0.337898,-6.822724,0.9678087,-7.566149,2.9202735,blues
0.33917513,2141.518181873434,2168.297079865796,4628.622797636311,0.10512510271655066,-29.326496,108.64619,-25.548882,38.452442,-18.309029,21.78704,-25.132904,22.377872,-17.582577,14.664047,-12.076518,5.4757824,-7.672954,7.401953,-11.304563,7.2200356,-9.472967,1.9336593,-6.3272367,-1.3042147,blues
0.42729118,2314.9277620661674,2261.8118749173873,5036.4546702798725,0.11795032144238206,-19.850817,98.888885,-24.476202,49.58549,-16.199245,30.19863,-18.027075,27.558344,-11.408849,14.873733,-8.918733,11.671141,-10.894309,9.30943,-5.840201,9.251258,-4.0493245,3.2565682,-3.4655435,2.3794796,blues
0.39614406,2060.750290550676,2084.838436944134,4220.074816922854,0.11336735063805105,-38.97417,112.06424,-31.822336,38.236313,-6.324873,23.323317,-18.773474,23.934689,-10.934224,13.240876,-14.373942,13.325974,-10.919155,9.788204,-5.028919,7.214075,-6.7402024,2.6569395,-4.3846083,0.41282055,blues
